id,retweet_id,twitter_id,user_id,text,language,screen_name,location,in_reply_to_status_id,in_reply_to_user_id,retweet_user_id,truncated,in_reply_to_screen_name,created_at,retweet_count,lat,lon,profile_image_url,source,retweeted,coordinates,favorited,geo,place,in_reply_to_calc,id,user_id,verified,profile_image_url,geo_enabled,followers_count,protected,location,listed_count,utc_offset,statuses_count,description,friends_count,screen_name,lang,favourites_count,name,url,created_at,time_zone,grabbed,name,screen_name,type
12723,0,266044749931216896,113927268,"Anxiously awaiting news of CA Props 34 and 37.",NULL,cartdawg,NULL,NULL,NULL,NULL,0,,"2012-11-07 05:09:45",0,NULL,NULL,NULL,"Twitter for iPad",0,NULL,0,NULL,NULL,,12723,113927268,0,http://a0.twimg.com/profile_images/1376826120/200229_10100189881966871_6005954_54087182_7267122_n_normal.jpg,0,199,0,"San Francisco, California",5,-28800,3894,"Bookworm, shape-puller, Sr. Project Manager at @SequenceSF",150,cartdawg,en,49,"Lindsey Holtaway",http://about.me/lindseycarter,"2010-02-13 14:01:02","Pacific Time (US & Canada)",1,NULL,NULL,NULL
12740,0,266047571527614465,58693179,"California Proposition 34: Death penalty repeal in tight race in early returns http://t.co/gBoIPZpI",NULL,ZERUDAH,NULL,NULL,NULL,NULL,0,,"2012-11-07 05:20:58",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,590,58693179,0,http://a0.twimg.com/profile_images/2338834249/zc6bh3i8ugsrjwm9vrhy_normal.jpeg,0,454,0,WeHo,19,-28800,163314,"Me. ",323,ZERUDAH,en,2998,"Daniel Zelter",https://www.facebook.com/#!/dzelter,"2009-07-21 03:39:52","Pacific Time (US & Canada)",1,NULL,NULL,NULL
12744,0,266047704885497856,127603520,"Live Election Results - Proposition 34 http://t.co/UXBJLXjv via @kcet",NULL,rebeccalynn1972,NULL,NULL,NULL,NULL,0,,"2012-11-07 05:21:30",0,NULL,NULL,NULL,"Tweet Button",0,NULL,0,NULL,NULL,,12744,127603520,0,http://a0.twimg.com/profile_images/2575056235/image_normal.jpg,1,33,0,"Lynnwood,WA",1,-28800,1602,,68,rebeccalynn1972,en,15,"rebecca rattleff",,"2010-03-29 18:25:16","Pacific Time (US & Canada)",1,NULL,NULL,NULL
12776,0,266050159119568897,201547358,"RT @MyDesert: California rejecting most propositions — Props 30, 31, 32, 33, 34, 37, and 38 all failing across the state so far. #CA #CV ...",NULL,BrookeReese,NULL,NULL,NULL,NULL,0,,"2012-11-07 05:31:15",1,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,MyDesert,12776,201547358,0,http://a0.twimg.com/profile_images/2796057140/ad05adf2066afea23e469ceab871c0dc_normal.jpeg,0,764,0,Cali,5,-28800,10444,"@991KGGI 60 Sec of Slime @ 9:40pm Mon-Fri every night|
@U927 mon-sat nights 7p-12am | Happy Girl who loves Life| http://www.brookereese.wordpress.com/
",400,BrookeReese,en,14,"Brooke Reese",http://www.facebook.com/likeBrookeReese,"2010-10-12 02:44:43","Pacific Time (US & Canada)",1,NULL,NULL,NULL
12786,0,266050740127166464,475589438,"RT @MyDesert: California rejecting most propositions — Props 30, 31, 32, 33, 34, 37, and 38 all failing across the state so far. #CA #CV ...",NULL,Ali_mo_fackin_G,NULL,NULL,NULL,NULL,0,,"2012-11-07 05:33:34",3,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,MyDesert,12786,475589438,0,http://a0.twimg.com/profile_images/2781301991/13f107cf513c7310c3ca70c57ac2dcdc_normal.jpeg,0,89,0,,0,0,472,,198,Ali_mo_fackin_G,en,185,Ali,,"2012-01-27 06:55:40",,1,NULL,NULL,NULL
12807,0,266052434676314112,38336804,"RT @myfoxla: Latest on Proposition 34: Death Penalty Initiative NO 56%, YES 44% with 17% precincts reporting. Keep up here: http://t.co/ ...",NULL,Nisha,NULL,NULL,NULL,NULL,0,,"2012-11-07 05:40:18",0,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,myfoxla,12807,38336804,0,http://a0.twimg.com/profile_images/2804244875/f5ac52e1429d0b7979adbe66b280f2a4_normal.jpeg,0,1357,0,"Los Angeles",32,-18000,28968,"Sarcastic, Moderately funny, annoying, stubborn, & who the hell cares. Just here to make ppl smile so enjoy =*)",533,Nisha,en,140,"Nisha Nisha",,"2009-05-07 01:47:27","Eastern Time (US & Canada)",1,NULL,NULL,NULL
12809,0,266053649124425728,348218940,"56% Voted No on proposition 34.

""Death Penalty""
 
#California 
  
 @aboushehri",NULL,ZeeAlrefaie,NULL,NULL,14827849,NULL,0,aboushehri,"2012-11-07 05:45:07",0,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,,329,348218940,0,http://a0.twimg.com/profile_images/2108143017/337762674_normal.jpg,1,622,0,"Los Angeles, California",0,-28800,8497,"Biotech, PreMed student. Interests: Science, Politics, Astro, Art, Soccer. 

Liberal.Feminist.

 .وطني غربة. غربتي وطن",255,ZeeAlrefaie,en,193,"Khadeja Alrefaie",http://www.youtube.com/watch?v=Lys29tOvs9E&feature=youtube\_gdata\_player,"2011-08-04 02:15:32","Pacific Time (US & Canada)",1,"Khadeja Alrefaie",ZeeAlrefaie,mention
12812,0,266053704552161280,21134996,"RT @myfoxla: Latest on Proposition 34: Death Penalty Initiative NO 56%, YES 44% with 17% precincts reporting. Keep up here: http://t.co/ ...",NULL,NANEpetete,NULL,NULL,NULL,NULL,0,,"2012-11-07 05:45:20",6,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,myfoxla,12812,21134996,0,http://a0.twimg.com/profile_images/2606547806/xctnsms8cz4lmusq4x9t_normal.png,1,225,0,,6,12600,356,,188,NANEpetete,en,146,NANE,http://www.facebook.com/etepetetegirls,"2009-02-17 21:49:34",Tehran,1,NULL,NULL,NULL
12828,0,266054501222461440,579245595,"Anti-Death Penalty Prop. 34 Trailing: Proposition 34 proposes to replace the death penalty with li... http://t.co/x3Amx5HQ #sanfrancisco",NULL,SanFranNewsNet,NULL,NULL,NULL,NULL,0,,"2012-11-07 05:48:30",0,NULL,NULL,NULL,twitterfeed,0,NULL,0,NULL,NULL,,100,579245595,0,http://a0.twimg.com/profile_images/2215552313/43d_normal.jpg,0,1,0,"San Francisco,California",0,-25200,6418,"All local  San Francisco,California news all on one twitter. Reviews, sports, events, weather, crime, traffic + tons more!",0,SanFranNewsNet,en,0,"San Fran News Networ",,"2012-05-13 18:12:05",Arizona,1,NULL,NULL,NULL
12830,0,266055533298085889,210941419,"Agreed! RT @nataliee_n: So disappointed in how Cali voted on props 30 and 34. Money going to all the wrong places.",NULL,iRepLALakers,NULL,NULL,NULL,NULL,0,,"2012-11-07 05:52:36",0,NULL,NULL,NULL,Tweetlogix,0,NULL,0,NULL,NULL,nataliee_n,7736,210941419,0,http://a0.twimg.com/profile_images/2657077325/41a318226c9b4e11a4911e43bdd65013_normal.jpeg,0,958,0,"IN LOVE ❤",75,-28800,22604,"Happily Taken! My Love @LAKERFAN777 - Follow Him! ❤


Lakers, Patriots, USC, Angels, UFC, Team Virgo, Laker Nation..
",636,iRepLALakers,en,136,"Mrs. Meza ",,"2010-11-01 21:15:49","Pacific Time (US & Canada)",1,"Mrs. Meza ",iRepLALakers,mention
12839,0,266057583826173952,20558644,"RT @CBSSF: Anti-Death Penalty Proposition 34 Trails Early  http://t.co/EXPZ6jWM",NULL,NapaRegister,NULL,NULL,NULL,NULL,0,,"2012-11-07 06:00:45",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,CBSSF,3232,20558644,0,http://a0.twimg.com/profile_images/1177270944/nvr-social-logo_normal.jpg,1,4063,0,"Napa, California",224,-28800,3728,"Breaking News Alerts and more from Napa's daily online media source, the Napa Valley Register",320,NapaRegister,en,0,"Napa Valley Register",http://www.napavalleyregister.com,"2009-02-10 23:58:25","Pacific Time (US & Canada)",1,"Napa Valley Register",NapaRegister,mention
12858,0,266059135781568512,161321622,"19% reporting. Props 30 and 32 too close to call. 31, 33, 34, 37, 38 failing. 35, 36, 39, 40 passing.",NULL,JeffSilvaBrown,NULL,NULL,NULL,NULL,0,,"2012-11-07 06:06:55",0,NULL,NULL,NULL,HootSuite,0,NULL,0,NULL,NULL,,12858,161321622,0,http://a0.twimg.com/profile_images/1039347270/willieflashvectored_normal.gif,0,17,0,"Ukiah, California",0,-28800,441,"11 year teacher at Ukiah High School. I teach Economics, American Government, AP Comparative Government, AP U.S. History, and coach JV Boys Basketball.",18,JeffSilvaBrown,en,0,"Jeff Silva-Brown",http://www.edmodo.com,"2010-06-30 15:07:24","Pacific Time (US & Canada)",1,NULL,NULL,NULL
12859,0,266059137551572992,15951213,"19% reporting. Props 30 and 32 too close to call. 31, 33, 34, 37, 38 failing. 35, 36, 39, 40 passing.",NULL,UkiahCoachBrown,NULL,NULL,NULL,NULL,0,,"2012-11-07 06:06:56",0,NULL,NULL,NULL,HootSuite,0,NULL,0,NULL,NULL,,12859,15951213,0,http://a0.twimg.com/profile_images/1601083241/hoops_normal.jpg,1,442,0,"iPhone: 39.150430,-123.192461",43,-28800,6999,"Gov, Econ, AP Comp Gov, and APUSH teacher, and JV Boys Basketball coach at Ukiah High School in Ukiah, California.",145,UkiahCoachBrown,en,157,"Jeff Silva-Brown",http://ukiahcoachbrown.blogspot.com,"2008-08-22 22:41:52","Pacific Time (US & Canada)",1,NULL,NULL,NULL
12868,0,266060852673785856,359716213,"They said #DEATH! ""California Proposition 34: Death penalty repeal trailing in early returns - San Jose Mercury News"" ...",NULL,CaptainSorrow,NULL,NULL,NULL,NULL,0,,"2012-11-07 06:13:45",0,NULL,NULL,NULL,IFTTT,0,NULL,0,NULL,NULL,,250,359716213,0,http://a0.twimg.com/profile_images/1507483639/raven_normal.gif,0,98,0,,0,-18000,18171,,62,CaptainSorrow,en,0,"Capt. Sorrow",,"2011-08-22 02:00:17",Quito,1,NULL,NULL,NULL
12888,0,266063614937534464,370956453,"I am so disappointed that CA proposition 34 to end the death penalty is losing badly. The culture of death is neither GOP nor Democratic..",NULL,PoliticAlBor,NULL,NULL,NULL,NULL,0,,"2012-11-07 06:24:43",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,12888,370956453,0,http://a0.twimg.com/profile_images/1558821976/ourobouros_normal.jpg,0,216,0,"Chula Vista, CA",4,-28800,6237,"Catholic (not political) conservative, political centrist, father and husband. Disgusted with GOP/Tea Party and Obama on civil and conscience rights.",509,PoliticAlBor,en,180,PoliticAlBor,,"2011-09-09 23:08:44","Pacific Time (US & Canada)",1,NULL,NULL,NULL
12907,0,266065568661123072,112630438,"Prop. 34, repealing death penalty, down 56 to 44 percent w a quarter of returns in.",NULL,SacBeeEditBoard,NULL,NULL,NULL,NULL,0,,"2012-11-07 06:32:29",0,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,,12016,112630438,0,http://a0.twimg.com/profile_images/684709095/bignews_normal.jpg,0,2018,0,"Sacramento, CA",98,-32400,3123,"Breaking punditry and previews from the opinion shop of the Sacramento Bee, the leading newspaper in California's Capital city. ",1194,SacBeeEditBoard,en,6,"Stuart Leavenworth",http://www.sacbee.com/opinion,"2010-02-09 05:21:36",Alaska,1,"Stuart Leavenworth",SacBeeEditBoard,mention
12911,0,266067079688491010,63280121,"State races: #Prop30 is 51% no, 49% yes. #Prop38 is 72% no, 25% yes. State voters  deny props 30, 32, 33, 34, 37, 38; pass 35, 36, 39, 40",NULL,SFEX_koskey,NULL,NULL,NULL,NULL,0,,"2012-11-07 06:38:29",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,12911,63280121,0,http://a0.twimg.com/profile_images/2794364024/15e7aecf107d234c28cc19cf3d2b8a5f_normal.jpeg,0,138,0,,8,-28800,402,"SF Examiner reporter here to tell you what I see while out in the world and pass along important news. opinions expressed here dont reflect that of my employer",236,SFEX_koskey,en,0,"Andrea Koskey",http://www.sfexaminer.com,"2009-08-05 22:31:03","Pacific Time (US & Canada)",1,"Andrea Koskey",SFEX_koskey,mention
12918,0,266068332397080576,18387935,"Prop. 34 to end death penalty falls behind in early results. http://t.co/9qbNuyTI",NULL,metronewspaper,NULL,NULL,NULL,NULL,0,,"2012-11-07 06:43:28",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,12918,18387935,0,http://a0.twimg.com/profile_images/1036969068/MetroLogo2010_normal.jpg,0,2689,0,"Silicon Valley, California",192,-28800,4813,"The Weekly Newspaper of Silicon Valley",31,metronewspaper,en,9,MetroNewspaper,http://www.metrosiliconvalley.com,"2008-12-26 11:19:01","Pacific Time (US & Canada)",1,MetroNewspaper,metronewspaper,mention
12926,0,266069240413552640,14897764,"RT @californiabeat: ELECTION 2012: Prop. 30 continues climbing: down ~80k votes now, about a 2% gap. Beat est. 34% vote in. http://t.co/ ...",NULL,ChrisAstro,NULL,NULL,NULL,NULL,0,,"2012-11-07 06:47:04",2,NULL,NULL,NULL,TweetDeck,0,NULL,0,NULL,NULL,californiabeat,535,14897764,0,http://a0.twimg.com/profile_images/2797968287/3e12b340de96bfc96f4c5fe0316277e3_normal.jpeg,1,2627,0,"El Sobrante, California, USA. ",275,-28800,111541,"College student/Physics/Astronomy/Photo/Arts/Tech/STEM. I LOVE to travel. #NASAtweetups & #NASASocial: #STS130 JSC & #STS132 KSC, #STS135 #SVP & #NASAAmes! :D",2524,ChrisAstro,en,8236,"Chris Calubaquib",http://www.facebook.com/ChrisAstro,"2008-05-25 10:08:27","Pacific Time (US & Canada)",1,NULL,NULL,NULL
12932,0,266069308046704640,19267482,"RT @californiabeat: ELECTION 2012: Prop. 30 continues climbing: down ~80k votes now, about a 2% gap. Beat est. 34% vote in. http://t.co/ ...",NULL,DavidSela,NULL,NULL,NULL,NULL,0,,"2012-11-07 06:47:21",3,NULL,NULL,NULL,Echofon,0,NULL,0,NULL,NULL,californiabeat,12932,19267482,0,http://a0.twimg.com/profile_images/282182141/DS_normal.JPG,1,430,0,,20,-28800,408,"Postdoctoral Fellow interested in the ecology and (meta)genomics at the host-microbial interface and its impact on human nutrition/health.   ",582,DavidSela,en,1,"David Sela",,"2009-01-21 00:38:02","Pacific Time (US & Canada)",1,NULL,NULL,NULL
12953,0,266071808804012032,317672205,"In other ballots, Proposition 34 to replace the death penalty with life, still being counted - not looking promising http://t.co/RDXKx7c8",NULL,le_sylph,NULL,NULL,NULL,NULL,0,,"2012-11-07 06:57:17",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,12953,317672205,0,http://a0.twimg.com/profile_images/2243410889/the_front_normal.jpg,0,239,0,Nuuk,6,-36000,5778,"Vegan, Republican, tv-less, death penalty abolitionist, unionist, gardener, atheist. Reader of books, defender of animals. Tweets on all.",661,le_sylph,en,159,"Le-a ",,"2011-06-15 09:01:43",Hawaii,1,NULL,NULL,NULL
12978,0,266072798814953472,317672205,"Update on Proposition 34 in California; abolition of #deathpenalty trailing http://t.co/oaQYLQYQ",NULL,le_sylph,NULL,NULL,NULL,NULL,0,,"2012-11-07 07:01:13",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,12953,317672205,0,http://a0.twimg.com/profile_images/2243410889/the_front_normal.jpg,0,239,0,Nuuk,6,-36000,5778,"Vegan, Republican, tv-less, death penalty abolitionist, unionist, gardener, atheist. Reader of books, defender of animals. Tweets on all.",661,le_sylph,en,159,"Le-a ",,"2011-06-15 09:01:43",Hawaii,1,NULL,NULL,NULL
12981,0,266074833459245056,15787371,"RT @siweiluozi: Things not looking so good for Prop. 34 (death penalty repeal) in CA, but at least voters did right thing on #36 (3 strikes)",NULL,aliklay,NULL,NULL,NULL,NULL,0,,"2012-11-07 07:09:18",0,NULL,NULL,NULL,TweetDeck,0,NULL,0,NULL,NULL,siweiluozi,12981,15787371,0,http://a0.twimg.com/profile_images/593352469/Photo_301_normal.jpg,1,2535,0,,135,28800,2091,"Beijing correspondent and documentary filmmaker. Director of AI WEIWEI: NEVER SORRY   @awwneversorry",139,aliklay,en,1,aliklay,http://www.aiweiweifilm.org,"2008-08-09 07:35:20",Beijing,1,NULL,NULL,NULL
12992,0,266074969862201344,23721645,"Last update of the night. It looks likely that Col. Allen West will lose his House seat. Props 34 and 37 fails in CA, while Prop 36 passes.",NULL,buckybone,NULL,NULL,NULL,NULL,0,,"2012-11-07 07:09:50",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,12992,23721645,0,http://a0.twimg.com/profile_images/2649911672/7e6c712381c3745f68ccb6f74070129b_normal.jpeg,0,83,0,"Ashland, WI, USA",0,-21600,1995,"Tweeting about Life, the Universe, and Anything. I am the Rambling Gamer, making game reviews since 5/2011.",800,buckybone,en,38,"Tyler Thorp",,"2009-03-11 04:20:53","Central Time (US & Canada)",1,NULL,NULL,NULL
13006,0,266077139537895424,579178700,"Voters saying no to Prop. 34 death penalty repeal: SACRAMENTO - With nearly a fourth of precincts repo... http://t.co/YIu4fmOq #stockton",NULL,NewsStocktonCA,NULL,NULL,NULL,NULL,0,,"2012-11-07 07:18:28",0,NULL,NULL,NULL,twitterfeed,0,NULL,0,NULL,NULL,,56,579178700,0,http://a0.twimg.com/profile_images/2215603638/mona565r_normal.jpg,0,3,0,"Stockton,California",0,-25200,3699,"All local  Stockton,California news all on one twitter. Reviews, sports, events, weather, crime, traffic + tons more!",0,NewsStocktonCA,en,0,"Stockton News Networ",,"2012-05-13 18:33:26",Arizona,1,NULL,NULL,NULL
13021,0,266077291455606784,580334693,"California Proposition 34: Death penalty repeal trailing in early returns http://t.co/WY37ewkW",NULL,CAStateReform,NULL,NULL,NULL,NULL,0,,"2012-11-07 07:19:04",0,NULL,NULL,NULL,@CAStateReform,0,NULL,0,NULL,NULL,,10,580334693,0,http://a0.twimg.com/sticky/default_profile_images/default_profile_1_normal.png,0,1,0,,0,-25200,6337,,0,CAStateReform,en,0,"CA State of Reform",,"2012-05-14 23:26:08",Arizona,1,NULL,NULL,NULL
13022,0,266077299118571522,580334693,"Jerry Brown Votes: California Governor At The Polls On Prop. 30, 34 (VIDEO) http://t.co/R8YT8KZJ",NULL,CAStateReform,NULL,NULL,NULL,NULL,0,,"2012-11-07 07:19:06",0,NULL,NULL,NULL,@CAStateReform,0,NULL,0,NULL,NULL,,10,580334693,0,http://a0.twimg.com/sticky/default_profile_images/default_profile_1_normal.png,0,1,0,,0,-25200,6337,,0,CAStateReform,en,0,"CA State of Reform",,"2012-05-14 23:26:08",Arizona,1,NULL,NULL,NULL
13026,0,266078808854118400,78228559,"Attempt to end death penalty losing: Proposition 34, which would replace the death penalty in California with li... http://t.co/A2T5b1Nj",NULL,twit_san_diego,NULL,NULL,NULL,NULL,0,,"2012-11-07 07:25:06",0,NULL,NULL,NULL,twitterfeed,0,NULL,0,NULL,NULL,,4752,78228559,0,http://a0.twimg.com/profile_images/442462743/san_diego_normal.png,0,2664,0,"San Diego",126,-28800,19229,"In love with San Diego, such a great place to live!!",1504,twit_san_diego,en,0,"Twit San Diego",,"2009-09-29 05:43:14","Pacific Time (US & Canada)",1,NULL,NULL,NULL
13027,0,266078809835589632,634853614,"http://t.co/fHiZGXBA Attempt to end death penalty losing: Proposition 34, which would replace... http://t.co/njgNdH9W #News #Sandiego #LB",NULL,SanDiegoLB,NULL,NULL,NULL,NULL,0,,"2012-11-07 07:25:06",0,NULL,NULL,NULL,twitterfeed,0,NULL,0,NULL,NULL,,4754,634853614,0,http://a0.twimg.com/profile_images/2633366116/6e17c813ff8f7f5ebfcd6a5e9740a0bb_normal.jpeg,0,6790,0,"San Diego",0,-14400,717,,11,SanDiegoLB,en,0,"San Diego Local Buzz",http://www.facebook.com/SanDiegoLocalBuzz,"2012-07-13 20:35:45","Atlantic Time (Canada)",1,NULL,NULL,NULL
13041,0,266080219260145666,455196666,"RT @ExonerateMe: California Proposition 34: Death penalty repeal trailing in early returns - San Jose Mercury News http://t.co/PxS4wKqD",NULL,ShiGrever,NULL,NULL,NULL,NULL,0,,"2012-11-07 07:30:42",0,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,ExonerateMe,13041,455196666,0,http://a0.twimg.com/profile_images/1734861131/shi_normal.jpg,1,98,0,"Wouldn't you like to know CA",0,0,645,"Enjoying life with my family! I'm a christian   with strong political views. My munchkins are my world :)",259,ShiGrever,en,195,Shi,,"2012-01-04 21:00:18",,1,NULL,NULL,NULL
13066,0,266084121586044928,579258774,"Anti-Death Penalty Prop. 34 defeated: The latest effort to abolish the death penalty in California lost... http://t.co/MpLIPgKh #anaheim",NULL,NewsAnaheimCA,NULL,NULL,NULL,NULL,0,,"2012-11-07 07:46:12",0,NULL,NULL,NULL,twitterfeed,0,NULL,0,NULL,NULL,,104,579258774,0,http://a0.twimg.com/profile_images/2756711749/eda65758819c5c24fd966afe73c40b56_normal.jpeg,0,15,0,"Anaheim,California",2,-25200,4001,"All local  Anaheim,California news all on one twitter. Reviews, sports, events, weather, crime, traffic + tons more!",43,NewsAnaheimCA,en,0,"Anaheim News Network",,"2012-05-13 18:30:19",Arizona,1,NULL,NULL,NULL
13084,0,266087766130040833,48669396,"California Proposition 34: Death penalty repeal trailing in early returns http://t.co/AgFHqWMl",NULL,combatsdh,NULL,NULL,NULL,NULL,0,,"2012-11-07 08:00:41",0,NULL,NULL,NULL,"Tweet Button",0,NULL,0,NULL,NULL,,13084,48669396,0,http://a0.twimg.com/profile_images/349253598/droit_de_l_homme_normal.jpg,0,1571,0,,75,3600,8030,,227,combatsdh,fr,32,"Serge SLAMA",http://combatsdroitshomme.blog.lemonde.fr/,"2009-06-19 10:27:16",Paris,1,"Serge SLAMA",combatsdh,mention
13088,0,266087813638934528,579243525,"Attempt to end death penalty losing: Proposition 34, which would replace the death penalty in Californ... http://t.co/6JRj6BX5 #sandiego",NULL,News_SanDiego,NULL,NULL,NULL,NULL,0,,"2012-11-07 08:00:53",0,NULL,NULL,NULL,twitterfeed,0,NULL,0,NULL,NULL,,2262,579243525,0,http://a0.twimg.com/profile_images/2215545618/jtr_normal.jpg,0,18,0,"San Diego, California",1,-25200,5417,"All local  San Diego,California news all on one twitter. Reviews, sports, events, weather, crime, traffic + tons more!",46,News_SanDiego,en,0,"San Diego News Net",,"2012-05-13 18:09:16",Arizona,1,NULL,NULL,NULL
13094,0,266088376015388672,277074699,"However, I am sad that California Proposition 34 (the end of the Death Penalty) was not accepted. I think that is a big NO for the US.",NULL,heidos777,NULL,NULL,NULL,NULL,0,,"2012-11-07 08:03:07",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,13094,277074699,0,http://a0.twimg.com/profile_images/1762318429/_g_og_Krist_fer_Fri_ur_20.des._2011__4__normal.jpg,0,300,0,"Reykjavík, Iceland",2,0,18465,"Heida, 19, Iceland. Love @justinbieber, @ericsaademusic, @ddlovato & @selenagomez! Love the ESC! I'm a Jesus freak ♥",1855,heidos777,en,40636,"Heida Lind Ingolfsd",http://www.facebook.com/pages/Eric-Saade-Icelandic-Fans/111126162314889,"2011-04-04 17:03:40",London,1,NULL,NULL,NULL
13100,0,266090959115276289,180711695,"RT @combatsdh: California Proposition 34: Death penalty repeal trailing in early returns http://t.co/AgFHqWMl",NULL,MathieuMf,NULL,NULL,NULL,NULL,0,,"2012-11-07 08:13:23",1,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,combatsdh,13100,180711695,0,http://a0.twimg.com/profile_images/2317474958/dp28e6s0p9tv46y91yd6_normal.png,0,27,0,Paris,1,3600,2181,,82,MathieuMf,fr,102,MathieuMa,,"2010-08-20 08:21:36",Paris,1,NULL,NULL,NULL
13136,0,266101180713795584,248315354,"Any word on prop. 34?",NULL,GreekAnya,NULL,NULL,NULL,NULL,0,,"2012-11-07 08:54:00",0,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,,13136,248315354,0,http://a0.twimg.com/profile_images/2767621597/e8e8db79ecc50dadb281c303047a51ff_normal.jpeg,1,517,0,Gloucestershire/London,9,0,13285,"The happiest moment of my life has been and gone, when Lidl misspelled Cucumbers as 'Cumcumbers'. Things can only go downhill from there.",618,GreekAnya,en,2303,Anna,,"2011-02-06 18:52:36",London,1,NULL,NULL,NULL
13171,0,266116540234092544,14411378,"California Proposition 34: Death penalty repeal trailing in early...: Proposition 34, which would abolish the de... http://t.co/mG9r1zXM",NULL,topix_sf,NULL,NULL,NULL,NULL,0,,"2012-11-07 09:55:02",0,NULL,NULL,NULL,twitterfeed,0,...,0,...,...,,13171,14411378,0,http://a0.twimg.com/profile_images/862895365/topix_t_200x200_transp_normal.png,1,543,0,,36,-28800,10982,"Topix San Francisco",18,topix_sf,en,0,topix\_sf,http://www.topix.net/sf,"2008-04-16 18:51:25","Pacific Time (US & Canada)",1,topix\_sf,topix_sf,mention
13190,0,266120985302929409,60452453,"Anti-Death Penalty Proposition 34 Trails Despite Outspending Opponents http://t.co/BeHrIToN",NULL,SanFranciscoCP,NULL,NULL,NULL,NULL,0,,"2012-11-07 10:12:41",0,NULL,NULL,NULL,"City And Press",0,NULL,0,NULL,NULL,,131,60452453,0,http://a0.twimg.com/profile_images/333644907/twitter-s_normal.gif,0,2230,0,"San Francisco, CA",104,-18000,101961,"San Francisco City And Press",4,SanFranciscoCP,en,0,"San Francisco CP",http://sanfrancisco.cityandpress.com/,"2009-07-27 01:40:54",Quito,1,NULL,NULL,NULL
13209,0,266133879067406336,579177935,"Labor defeats anti-union initiative Prop. 32 in California: LOS ANGELES - California voters have reaf... http://t.co/yfj346NA #riverside",NULL,News_Riverside,NULL,NULL,NULL,NULL,0,,"2012-11-07 11:03:55",0,NULL,NULL,NULL,twitterfeed,0,NULL,0,NULL,NULL,,129,579177935,0,http://a0.twimg.com/profile_images/2215600655/kuyg2acbbccfdabaf37_normal.jpg,0,2,0,"Riverside,California",0,-25200,3465,"All local  Riverside,California news all on one twitter. Reviews, sports, events, weather, crime, traffic + tons more!",0,News_Riverside,en,0,"Riverside  News Netw",,"2012-05-13 18:32:28",Arizona,1,NULL,NULL,NULL
13219,0,266141233049632768,86728098,"Vous savez si la proposition 34 a été adoptée ou non en Californie, ils devaient dire oui ou non hier ? I need la réponse les gars",NULL,x_Lily,NULL,NULL,NULL,NULL,0,,"2012-11-07 11:33:09",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,13219,86728098,0,http://a0.twimg.com/profile_images/2786753531/1f882fe1d570865bf4ebb398dd4ed298_normal.jpeg,0,608,0,France,27,3600,77043,"Pose trop de questions existentielle.Cogite trop.Aime emmerder les gens. Souvent copiée mais jamais égalée.Je suis Authentique Mythique Unique. ",175,x_Lily,fr,0,"Linda L. Cooper",http://SaveYour-Soul.tumblr.com/,"2009-11-01 14:08:35",Paris,1,NULL,NULL,NULL
13221,0,266145758242304000,761610050,"Proposition 34: Death penalty repeal fails - San Jose Mercury News | @scoopit http://t.co/ZAczc3Kc",NULL,LottieMerck,NULL,NULL,NULL,NULL,0,,"2012-11-07 11:51:08",0,NULL,NULL,NULL,Scoop.it,0,NULL,0,NULL,NULL,,13221,761610050,0,http://a0.twimg.com/profile_images/2511146054/image_normal.jpg,0,23,0,,0,0,164,"Activist and advocate for Troy J Merck, an innocent man on Florida's Death Row. Want to see the end of the death penalty worldwide. Vegan and animal lover",65,LottieMerck,en,0,"Lottie Merck",,"2012-08-16 14:01:23",,1,NULL,NULL,NULL
